time,demo_victim_network.T_3.port[4].vlarb.StaticFreeCreditsNum in vla
0.000437221,0
0.000438859,0
0.000440498,0
0.000442136,0
0.000443775,0
0.000445413,0
0.000447051,0
0.00044869,0
0.000450328,0
0.000451973,0
0.000453611,0
0.00045525,0
0.000456888,0
0.000458001,30
0.000459025,27
0.000460049,24
0.000461073,21
0.000462097,18
0.000463121,15
0.000464145,12
0.000465169,9
0.000466193,6
0.000467217,3
0.000468241,0
0.000468357,0
0.000469995,0
0.000471634,0
0.000473272,0
0.000474911,0
0.000476549,0
0.000478187,0
0.000479826,0
0.000481464,0
0.000483103,0
0.000484741,0
0.000486379,0
0.000488018,0
0.000489656,0
0.000491295,0
0.000492933,0
0.000494571,0
0.00049621,0
0.000497848,0
0.000499487,0
0.000501125,0
0.00050277,0
0.000504408,0
0.000506047,0
0.000507685,0
0.000508001,31
0.000509025,28
0.000510049,25
0.000511073,22
0.000512097,19
0.000513121,16
0.000514145,13
0.000515169,10
0.000516193,7
0.000517217,4
0.000518241,1
0.000518582,0
0.000519154,0
0.000520792,0
0.000522431,0
0.000524069,0
0.000525707,0
0.000527346,0
0.000528984,0
0.000530623,0
0.000532261,0
0.000533899,0
0.000535538,0
0.000537176,0
0.000538815,0
0.000540453,0
0.000542091,0
0.00054373,0
0.000545368,0
0.000547007,0
0.000548645,0
0.000550283,0
0.000551928,0
0.000553567,0
0.000555205,0
0.000556843,0
0.000558684,28
0.000559708,25
0.000560732,22
0.000561756,19
0.00056278,16
0.000563804,13
0.000564828,10
0.000565852,7
0.000566876,4
0.0005679,1
0.000568241,0
0.000568312,0
0.000569951,0
0.000571589,0
0.000573227,0
0.000574866,0
0.000576504,0
0.000578143,0
0.000579781,0
0.000581419,0
0.000583058,0
0.000584696,0
0.000586335,0
0.000587973,0
0.000589611,0
0.00059125,0
0.000592888,0
0.000594527,0
0.000596165,0
0.000597803,0
0.000599442,0
0.00060108,0
0.000602725,0
0.000604363,0
0.000606002,0
0.00060764,0
0.000608684,29
0.000609708,26
0.000610732,23
0.000611756,20
0.00061278,17
0.000613804,14
0.000614828,11
0.000615852,8
0.000616876,5
0.0006179,2
0.000618582,0
0.000619109,0
0.000620747,0
0.000622386,0
0.000624024,0
0.000625663,0
0.000627301,0
0.000628939,0
0.000630578,0
0.000632216,0
0.000633855,0
0.000635493,0
0.000637131,0
0.00063877,0
0.000640408,0
0.000642047,0
0.000643685,0
0.000645323,0
0.000646962,0
0.0006486,0
0.000650239,0
0.000651883,0
0.000653522,0
0.00065516,0
0.000656799,0
0.000658342,29
0.000659366,26
0.00066039,23
0.000661414,20
0.000662438,17
0.000663462,14
0.000664486,11
0.00066551,8
0.000666534,5
0.000667558,2
0.000668241,0
0.000668267,0
0.000669906,0
0.000671544,0
0.000673183,0
0.000674821,0
0.000676459,0
0.000678098,0
0.000679736,0
0.000681375,0
0.000683013,0
0.000684651,0
0.00068629,0
0.000687928,0
0.000689567,0
0.000691205,0
0.000692843,0
0.000694482,0
0.00069612,0
0.000697759,0
0.000699397,0
0.000701035,0
0.00070268,0
0.000704319,0
0.000705957,0
0.000707595,0
0.000708342,30
0.000709366,27
0.00071039,24
0.000711414,21
0.000712438,18
0.000713462,15
0.000714486,12
0.00071551,9
0.000716534,6
0.000717558,3
0.000718582,0
0.000719064,0
0.000720703,0
0.000722341,0
0.000723979,0
0.000725618,0
0.000727256,0
0.000728895,0
0.000730533,0
0.000732171,0
0.00073381,0
0.000735448,0
0.000737087,0
0.000738725,0
0.000740363,0
0.000742002,0
0.00074364,0
0.000745279,0
0.000746917,0
0.000748555,0
0.000750194,0
0.000751839,0
0.000753477,0
0.000755115,0
0.000756754,0
0.000758001,30
0.000759025,27
0.000760049,24
0.000761073,21
0.000762097,18
0.000763121,15
0.000764145,12
0.000765169,9
0.000766193,6
0.000767217,3
0.000768241,0
0.000769861,0
0.000771499,0
0.000773138,0
0.000774776,0
0.000776415,0
0.000778053,0
0.000779691,0
0.00078133,0
0.000782968,0
0.000784607,0
0.000786245,0
0.000787883,0
0.000789522,0
0.00079116,0
0.000792799,0
0.000794437,0
0.000796075,0
0.000797714,0
0.000799352,0
0.000800991,0
0.000802635,0
0.000804274,0
0.000805912,0
0.000807551,0
0.000808001,31
0.000809025,28
0.000810049,25
0.000811073,22
0.000812097,19
0.000813121,16
0.000814145,13
0.000815169,10
0.000816193,7
0.000817217,4
0.000818241,1
0.000818582,0
0.000819019,0
0.000820658,0
0.000822296,0
0.000823935,0
0.000825573,0
0.000827211,0
0.00082885,0
0.000830488,0
0.000832127,0
0.000833765,0
0.000835403,0
0.000837042,0
0.00083868,0
0.000840319,0
0.000841957,0
0.000843595,0
0.000845234,0
0.000846872,0
0.000848511,0
0.000850149,0
0.000851794,0
0.000853432,0
0.000855071,0
0.000856709,0
0.000858684,28
0.000859708,25
0.000860732,22
0.000861756,19
0.00086278,16
0.000863804,13
0.000864828,10
0.000865852,7
0.000866876,4
0.0008679,1
0.000868241,0
0.000869816,0
0.000871455,0
0.000873093,0
0.000874731,0
0.00087637,0
0.000878008,0
0.000879647,0
0.000881285,0
0.000882923,0
0.000884562,0
0.0008862,0
0.000887839,0
0.000889477,0
0.000891115,0
0.000892754,0
0.000894392,0
0.000896031,0
0.000897669,0
0.000899307,0
0.000900946,0
0.000902591,0
0.000904229,0
0.000905867,0
0.000907506,0
0.000908684,29
0.000909708,26
0.000910732,23
0.000911756,20
0.00091278,17
0.000913804,14
0.000914828,11
0.000915852,8
0.000916876,5
0.0009179,2
0.000918582,0
0.000918975,0
0.000920613,0
0.000922251,0
0.00092389,0
0.000925528,0
0.000927167,0
0.000928805,0
0.000930443,0
0.000932082,0
0.00093372,0
0.000935359,0
0.000936997,0
0.000938635,0
0.000940274,0
0.000941912,0
0.000943551,0
0.000945189,0
0.000946827,0
0.000948466,0
0.000950104,0
0.000951749,0
0.000953387,0
0.000955026,0
0.000956664,0
0.000958342,30
0.000959366,27
0.00096039,24
0.000961414,21
0.000962438,18
0.000963462,15
0.000964486,12
0.00096551,9
0.000966534,6
0.000967558,3
0.000968582,0
0.000969771,0
0.00097141,0
0.000973048,0
0.000974687,0
0.000976325,0
0.000977963,0
0.000979602,0
0.00098124,0
0.000982879,0
0.000984517,0
0.000986155,0
0.000987794,0
0.000989432,0
0.000991071,0
0.000992709,0
0.000994347,0
0.000995986,0
0.000997624,0
0.000999263,0
0.001000901,0
0.001002546,0
0.001004184,0
0.001005823,0
0.001007461,0
0.001008001,30
0.001009025,27
0.001010049,24
0.001011073,21
0.001012097,18
0.001013121,15
0.001014145,12
0.001015169,9
0.001016193,6
0.001017217,3
0.001018241,0
0.00101893,0
0.001020568,0
0.001022207,0
0.001023845,0
0.001025483,0
0.001027122,0
0.00102876,0
0.001030399,0
0.001032037,0
0.001033675,0
0.001035314,0
0.001036952,0
0.001038591,0
0.001040229,0
0.001041867,0
0.001043506,0
0.001045144,0
0.001046783,0
0.001048421,0
0.001050059,0
0.001051704,0
0.001053343,0
0.001054981,0
0.001056619,0
0.001058001,31
0.001059025,28
0.001060049,25
0.001061073,22
0.001062097,19
0.001063121,16
0.001064145,13
0.001065169,10
0.001066193,7
0.001067217,4
0.001068241,1
0.001068582,0
0.001069727,0
0.001071365,0
0.001073003,0
0.001074642,0
0.00107628,0
0.001077919,0
0.001079557,0
0.001081195,0
0.001082834,0
0.001084472,0
0.001086111,0
0.001087749,0
0.001089387,0
0.001091026,0
0.001092664,0
0.001094303,0
0.001095941,0
0.001097579,0
0.001099218,0
0.001100856,0
0.001102501,0
0.001104139,0
0.001105778,0
0.001107416,0
0.001108684,28
0.001109708,25
0.001110732,22
0.001111756,19
0.00111278,16
0.001113804,13
0.001114828,10
0.001115852,7
0.001116876,4
0.0011179,1
0.001118241,0
0.001118885,0
0.001120523,0
0.001122162,0
0.0011238,0
0.001125439,0
0.001127077,0
0.001128715,0
0.001130354,0
0.001131992,0
0.001133631,0
0.001135269,0
0.001136907,0
0.001138546,0
0.001140184,0
0.001141823,0
0.001143461,0
0.001145099,0
0.001146738,0
0.001148376,0
0.001150015,0
0.001151659,0
0.001153298,0
0.001154936,0
0.001156575,0
0.001158684,29
0.001159708,26
0.001160732,23
0.001161756,20
0.00116278,17
0.001163804,14
0.001164828,11
0.001165852,8
0.001166876,5
0.0011679,2
0.001168582,0
0.001169682,0
0.00117132,0
0.001172959,0
0.001174597,0
0.001176235,0
0.001177874,0
0.001179512,0
0.001181151,0
0.001182789,0
0.001184427,0
0.001186066,0
0.001187704,0
0.001189343,0
0.001190981,0
0.001192619,0
0.001194258,0
0.001195896,0
0.001197535,0
0.001199173,0
0.001200811,0
0.001202456,0
0.001204095,0
0.001205733,0
0.001207371,0
0.001208342,29
0.001209366,26
0.00121039,23
0.001211414,20
0.001212438,17
0.001213462,14
0.001214486,11
0.00121551,8
0.001216534,5
0.001217558,2
0.001218241,0
0.00121884,0
0.001220479,0
0.001222117,0
0.001223755,0
0.001225394,0
0.001227032,0
0.001228671,0
0.001230309,0
0.001231947,0
0.001233586,0
0.001235224,0
0.001236863,0
0.001238501,0
0.001240139,0
0.001241778,0
0.001243416,0
0.001245055,0
0.001246693,0
0.001248331,0
0.00124997,0
0.001251608,0
0.001253253,0
0.001254891,0
0.00125653,0
0.001258342,30
0.001259366,27
0.00126039,24
0.001261414,21
0.001262438,18
0.001263462,15
0.001264486,12
0.00126551,9
0.001266534,6
0.001267558,3
0.001268582,0
0.001269637,0
0.001271275,0
0.001272914,0
0.001274552,0
0.001276191,0
0.001277829,0
0.001279467,0
0.001281106,0
0.001282744,0
0.001284383,0
0.001286021,0
0.001287659,0
0.001289298,0
0.001290936,0
0.001292575,0
0.001294213,0
0.001295851,0
0.00129749,0
0.001299128,0
0.001300767,0
0.001302411,0
0.00130405,0
0.001305688,0
0.001307327,0
0.001308001,30
0.001309025,27
0.001310049,24
0.001311073,21
0.001312097,18
0.001313121,15
0.001314145,12
0.001315169,9
0.001316193,6
0.001317217,3
0.001318241,0
0.001318795,0
0.001320434,0
0.001322072,0
0.001323711,0
0.001325349,0
0.001326987,0
0.001328626,0
0.001330264,0
0.001331903,0
0.001333541,0
0.001335179,0
0.001336818,0
0.001338456,0
0.001340095,0
0.001341733,0
0.001343371,0
0.00134501,0
0.001346648,0
0.001348287,0
0.001349925,0
0.001351563,0
0.001353208,0
0.001354847,0
0.001356485,0
0.001358001,31
0.001359025,28
0.001360049,25
0.001361073,22
0.001362097,19
0.001363121,16
0.001364145,13
0.001365169,10
0.001366193,7
0.001367217,4
0.001368241,1
0.001368582,0
0.001369592,0
0.001371231,0
0.001372869,0
0.001374507,0
0.001376146,0
0.001377784,0
0.001379423,0
0.001381061,0
0.001382699,0
0.001384338,0
0.001385976,0
0.001387615,0
0.001389253,0
0.001390891,0
0.00139253,0
0.001394168,0
0.001395807,0
0.001397445,0
0.001399083,0
0.001400722,0
0.001402367,0
0.001404005,0
0.001405643,0
0.001407282,0
0.001408684,28
0.001409708,25
0.001410732,22
0.001411756,19
0.00141278,16
0.001413804,13
0.001414828,10
0.001415852,7
0.001416876,4
0.0014179,1
0.001418241,0
0.001418751,0
0.001420389,0
0.001422027,0
0.001423666,0
0.001425304,0
0.001426943,0
0.001428581,0
0.001430219,0
0.001431858,0
0.001433496,0
0.001435135,0
0.001436773,0
0.001438411,0
0.00144005,0
0.001441688,0
0.001443327,0
0.001444965,0
0.001446603,0
0.001448242,0
0.00144988,0
0.001451519,0
0.001453163,0
0.001454802,0
0.00145644,0
0.001458684,29
0.001459708,26
0.001460732,23
0.001461756,20
0.00146278,17
0.001463804,14
0.001464828,11
0.001465852,8
0.001466876,5
0.0014679,2
0.001468582,0
0.001469547,0
0.001471186,0
0.001472824,0
0.001474463,0
0.001476101,0
0.001477739,0
0.001479378,0
0.001481016,0
0.001482655,0
0.001484293,0
0.001485931,0
0.00148757,0
0.001489208,0
0.001490847,0
0.001492485,0
0.001494123,0
0.001495762,0
0.0014974,0
0.001499039,0
0.001500677,0
0.001502322,0
0.00150396,0
0.001505599,0
0.001507237,0
0.001508342,29
0.001509366,26
0.00151039,23
0.001511414,20
0.001512438,17
0.001513462,14
0.001514486,11
0.00151551,8
0.001516534,5
0.001517558,2
0.001518241,0
0.001518706,0
0.001520344,0
0.001521983,0
0.001523621,0
0.001525259,0
0.001526898,0
0.001528536,0
0.001530175,0
0.001531813,0
0.001533451,0
0.00153509,0
0.001536728,0
0.001538367,0
0.001540005,0
0.001541643,0
0.001543282,0
0.00154492,0
0.001546559,0
0.001548197,0
0.001549835,0
0.001551474,0
0.001553119,0
0.001554757,0
0.001556395,0
0.001558342,30
0.001559366,27
0.00156039,24
0.001561414,21
0.001562438,18
0.001563462,15
0.001564486,12
0.00156551,9
0.001566534,6
0.001567558,3
0.001568582,0
0.001569503,0
0.001571141,0
0.001572779,0
0.001574418,0
0.001576056,0
0.001577695,0
0.001579333,0
0.001580971,0
0.00158261,0
0.001584248,0
0.001585887,0
0.001587525,0
0.001589163,0
0.001590802,0
0.00159244,0
0.001594079,0
0.001595717,0
0.001597355,0
0.001598994,0
0.001600632,0
0.001602277,0
0.001603915,0
0.001605554,0
0.001607192,0
0.001608001,30
0.001609025,27
0.001610049,24
0.001611073,21
0.001612097,18
0.001613121,15
0.001614145,12
0.001615169,9
0.001616193,6
0.001617217,3
0.001618241,0
0.001618661,0
0.001620299,0
0.001621938,0
0.001623576,0
0.001625215,0
0.001626853,0
0.001628491,0
0.00163013,0
0.001631768,0
0.001633407,0
0.001635045,0
0.001636683,0
0.001638322,0
0.00163996,0
0.001641599,0
0.001643237,0
0.001644875,0
0.001646514,0
0.001648152,0
0.001649791,0
0.001651429,0
0.001653074,0
0.001654712,0
0.001656351,0
0.001657989,0
0.001658001,31
0.001659025,28
0.001660049,25
0.001661073,22
0.001662097,19
0.001663121,16
0.001664145,13
0.001665169,10
0.001666193,7
0.001667217,4
0.001668241,1
0.001668582,0
0.001669458,0
0.001671096,0
0.001672735,0
0.001674373,0
0.001676011,0
0.00167765,0
0.001679288,0
0.001680927,0
0.001682565,0
0.001684203,0
0.001685842,0
0.00168748,0
0.001689119,0
0.001690757,0
0.001692395,0
0.001694034,0
0.001695672,0
0.001697311,0
0.001698949,0
0.001700587,0
0.001702232,0
0.001703871,0
0.001705509,0
0.001707147,0
0.001708684,28
0.001709708,25
0.001710732,22
0.001711756,19
0.00171278,16
0.001713804,13
0.001714828,10
0.001715852,7
0.001716876,4
0.0017179,1
0.001718241,0
0.001718616,0
0.001720255,0
0.001721893,0
0.001723531,0
0.00172517,0
0.001726808,0
0.001728447,0
0.001730085,0
0.001731723,0
0.001733362,0
0.001735,0
0.001736639,0
0.001738277,0
0.001739915,0
0.001741554,0
0.001743192,0
0.001744831,0
0.001746469,0
0.001748107,0
0.001749746,0
0.001751384,0
0.001753029,0
0.001754667,0
0.001756306,0
0.001757944,0
0.001758684,29
0.001759708,26
0.001760732,23
0.001761756,20
0.00176278,17
0.001763804,14
0.001764828,11
0.001765852,8
0.001766876,5
0.0017679,2
0.001768582,0
0.001769413,0
0.001771051,0
0.00177269,0
0.001774328,0
0.001775967,0
0.001777605,0
0.001779243,0
0.001780882,0
0.00178252,0
0.001784159,0
0.001785797,0
0.001787435,0
0.001789074,0
0.001790712,0
0.001792351,0
0.001793989,0
0.001795627,0
0.001797266,0
0.001798904,0
0.001800543,0
0.001802187,0
0.001803826,0
0.001805464,0
0.001807103,0
0.001808342,29
0.001809366,26
0.00181039,23
0.001811414,20
0.001812438,17
0.001813462,14
0.001814486,11
0.00181551,8
0.001816534,5
0.001817558,2
0.001818241,0
0.001818571,0
0.00182021,0
0.001821848,0
0.001823487,0
0.001825125,0
0.001826763,0
0.001828402,0
0.00183004,0
0.001831679,0
0.001833317,0
0.001834955,0
0.001836594,0
0.001838232,0
0.001839871,0
0.001841509,0
0.001843147,0
0.001844786,0
0.001846424,0
0.001848063,0
0.001849701,0
0.001851339,0
0.001852984,0
0.001854623,0
0.001856261,0
0.001857899,0
0.001858342,30
0.001859366,27
0.00186039,24
0.001861414,21
0.001862438,18
0.001863462,15
0.001864486,12
0.00186551,9
0.001866534,6
0.001867558,3
0.001868582,0
0.001869368,0
0.001871007,0
0.001872645,0
0.001874283,0
0.001875922,0
0.00187756,0
0.001879199,0
0.001880837,0
0.001882475,0
0.001884114,0
0.001885752,0
0.001887391,0
0.001889029,0
0.001890667,0
0.001892306,0
0.001893944,0
0.001895583,0
0.001897221,0
0.001898859,0
0.001900498,0
0.001902143,0
0.001903781,0
0.001905419,0
0.001907058,0
0.001908001,30
0.001909025,27
0.001910049,24
0.001911073,21
0.001912097,18
0.001913121,15
0.001914145,12
0.001915169,9
0.001916193,6
0.001917217,3
0.001918241,0
0.001918527,0
0.001920165,0
0.001921803,0
0.001923442,0
0.00192508,0
0.001926719,0
0.001928357,0
0.001929995,0
0.001931634,0
0.001933272,0
0.001934911,0
0.001936549,0
0.001938187,0
0.001939826,0
0.001941464,0
0.001943103,0
0.001944741,0
0.001946379,0
0.001948018,0
0.001949656,0
0.001951295,0
0.001952939,0
0.001954578,0
0.001956216,0
0.001957855,0
0.001958001,31
0.001959025,28
0.001960049,25
0.001961073,22
0.001962097,19
0.001963121,16
0.001964145,13
0.001965169,10
0.001966193,7
0.001967217,4
0.001968241,1
0.001968582,0
0.001969323,0
0.001970962,0
0.0019726,0
0.001974239,0
0.001975877,0
0.001977515,0
0.001979154,0
0.001980792,0
0.001982431,0
0.001984069,0
0.001985707,0
0.001987346,0
0.001988984,0
0.001990623,0
0.001992261,0
0.001993899,0
0.001995538,0
0.001997176,0
0.001998815,0
0.002000453,0
0.002002098,0
0.002003736,0
0.002005375,0
0.002007013,0
0.002008684,28
0.002009708,25
0.002010732,22
0.002011756,19
0.00201278,16
0.002013804,13
0.002014828,10
0.002015852,7
0.002016876,4
0.0020179,1
0.002018241,0
0.002018482,0
0.00202012,0
0.002021759,0
0.002023397,0
0.002025035,0
0.002026674,0
0.002028312,0
0.002029951,0
0.002031589,0
0.002033227,0
0.002034866,0
0.002036504,0
0.002038143,0
0.002039781,0
0.002041419,0
0.002043058,0
0.002044696,0
0.002046335,0
0.002047973,0
0.002049611,0
0.00205125,0
0.002052895,0
0.002054533,0
0.002056171,0
0.00205781,0
0.002058684,29
0.002059708,26
0.002060732,23
0.002061756,20
0.00206278,17
0.002063804,14
0.002064828,11
0.002065852,8
0.002066876,5
0.0020679,2
0.002068582,0
0.002069279,0
0.002070917,0
0.002072555,0
0.002074194,0
0.002075832,0
0.002077471,0
0.002079109,0
0.002080747,0
0.002082386,0
0.002084024,0
0.002085663,0
0.002087301,0
0.002088939,0
0.002090578,0
0.002092216,0
0.002093855,0
0.002095493,0
0.002097131,0
0.00209877,0
0.002100408,0
0.002102053,0
0.002103691,0
0.00210533,0
0.002106968,0
0.002108342,29
0.002109366,26
0.00211039,23
0.002111414,20
0.002112438,17
0.002113462,14
0.002114486,11
0.00211551,8
0.002116534,5
0.002117558,2
0.002118241,0
0.002118437,0
0.002120075,0
0.002121714,0
0.002123352,0
0.002124991,0
0.002126629,0
0.002128267,0
0.002129906,0
0.002131544,0
0.002133183,0
0.002134821,0
0.002136459,0
0.002138098,0
0.002139736,0
0.002141375,0
0.002143013,0
0.002144651,0
0.00214629,0
0.002147928,0
0.002149567,0
0.002151205,0
0.00215285,0
0.002154488,0
0.002156127,0
0.002157765,0
0.002158342,30
0.002159366,27
0.00216039,24
0.002161414,21
0.002162438,18
0.002163462,15
0.002164486,12
0.00216551,9
0.002166534,6
0.002167558,3
0.002168582,0
0.002169234,0
0.002170872,0
0.002172511,0
0.002174149,0
0.002175787,0
0.002177426,0
0.002179064,0
0.002180703,0
0.002182341,0
0.002183979,0
0.002185618,0
0.002187256,0
0.002188895,0
0.002190533,0
0.002192171,0
0.00219381,0
0.002195448,0
0.002197087,0
0.002198725,0
0.002200363,0
0.002202008,0
0.002203647,0
0.002205285,0
0.002206923,0
0.002208001,30
0.002209025,27
0.002210049,24
0.002211073,21
0.002212097,18
0.002213121,15
0.002214145,12
0.002215169,9
0.002216193,6
0.002217217,3
0.002218241,0
0.002218392,0
0.002220031,0
0.002221669,0
0.002223307,0
0.002224946,0
0.002226584,0
0.002228223,0
0.002229861,0
0.002231499,0
0.002233138,0
0.002234776,0
0.002236415,0
0.002238053,0
0.002239691,0
0.00224133,0
0.002242968,0
0.002244607,0
0.002246245,0
0.002247883,0
0.002249522,0
0.00225116,0
0.002252805,0
0.002254443,0
0.002256082,0
0.00225772,0
0.002258001,31
0.002259025,28
0.002260049,25
0.002261073,22
0.002262097,19
0.002263121,16
0.002264145,13
0.002265169,10
0.002266193,7
0.002267217,4
0.002268241,1
0.002268582,0
0.002269189,0
0.002270827,0
0.002272466,0
0.002274104,0
0.002275743,0
0.002277381,0
0.002279019,0
0.002280658,0
0.002282296,0
0.002283935,0
0.002285573,0
0.002287211,0
0.00228885,0
0.002290488,0
0.002292127,0
0.002293765,0
0.002295403,0
0.002297042,0
0.00229868,0
0.002300319,0
0.002301963,0
0.002303602,0
0.00230524,0
0.002306879,0
0.002308684,28
0.002309708,25
0.002310732,22
0.002311756,19
0.00231278,16
0.002313804,13
0.002314828,10
0.002315852,7
0.002316876,4
0.0023179,1
0.002318241,0
0.002318347,0
0.002319986,0
0.002321624,0
0.002323263,0
0.002324901,0
0.002326539,0
0.002328178,0
0.002329816,0
0.002331455,0
0.002333093,0
0.002334731,0
0.00233637,0
0.002338008,0
0.002339647,0
0.002341285,0
0.002342923,0
0.002344562,0
0.0023462,0
0.002347839,0
0.002349477,0
0.002351115,0
0.00235276,0
0.002354399,0
0.002356037,0
0.002357675,0
0.002358684,29
0.002359708,26
0.002360732,23
0.002361756,20
0.00236278,17
0.002363804,14
0.002364828,11
0.002365852,8
0.002366876,5
0.0023679,2
0.002368582,0
0.002369144,0
